"","AKT2","ERBB2","CCNE1"
"TCGA-3L-AA1B",0,0,NA
"TCGA-4N-A93T",0,0,NA
"TCGA-4T-AA8H",0,0,NA
"TCGA-5M-AAT4",0,0,NA
"TCGA-5M-AAT5",0,0,NA
"TCGA-5M-AAT6",0,0,NA
"TCGA-5M-AATA",0,0,NA
"TCGA-5M-AATE",0,0,NA
"TCGA-A6-2670",0,0,NA
"TCGA-A6-2671",0,0,NA
"TCGA-A6-2672",0,0,NA
"TCGA-A6-2674",0,0,NA
"TCGA-A6-2675",0,0,NA
"TCGA-A6-2676",0,0,NA
"TCGA-A6-2677",0,0,NA
"TCGA-A6-2678",0,0,NA
"TCGA-A6-2679",0,0,NA
"TCGA-A6-2680",0,0,NA
"TCGA-A6-2681",0,0,NA
"TCGA-A6-2682",0,0,NA
"TCGA-A6-2683",0,0,NA
"TCGA-A6-2684",0,0,NA
"TCGA-A6-2685",0,0,NA
"TCGA-A6-2686",0,0,NA
"TCGA-A6-3807",0,0,NA
"TCGA-A6-3808",0,0,NA
"TCGA-A6-3809",0,0,NA
"TCGA-A6-3810",0,0,NA
"TCGA-A6-4105",0,0,NA
"TCGA-A6-4107",0,0,NA
"TCGA-A6-5656",0,0,NA
"TCGA-A6-5657",0,0,NA
"TCGA-A6-5659",0,0,NA
"TCGA-A6-5660",0,0,NA
"TCGA-A6-5661",0,0,NA
"TCGA-A6-5662",0,0,NA
"TCGA-A6-5664",0,0,NA
"TCGA-A6-5665",0,0,NA
"TCGA-A6-5666",0,0,NA
"TCGA-A6-5667",0,0,NA
"TCGA-A6-6137",0,0,NA
"TCGA-A6-6138",0,0,NA
"TCGA-A6-6140",0,0,NA
"TCGA-A6-6141",0,0,NA
"TCGA-A6-6142",0,0,NA
"TCGA-A6-6648",0,0,NA
"TCGA-A6-6649",0,0,NA
"TCGA-A6-6650",0,0,NA
"TCGA-A6-6651",0,0,NA
"TCGA-A6-6652",0,0,NA
"TCGA-A6-6653",0,0,NA
"TCGA-A6-6654",0,0,NA
"TCGA-A6-6780",0,0,NA
"TCGA-A6-6781",0,0,NA
"TCGA-A6-6782",0,0,NA
"TCGA-A6-A565",0,0,NA
"TCGA-A6-A566",0,0,NA
"TCGA-A6-A567",0,0,NA
"TCGA-A6-A56B",0,0,NA
"TCGA-A6-A5ZU",0,0,NA
"TCGA-AA-3488",0,0,NA
"TCGA-AA-3489",0,0,NA
"TCGA-AA-3492",0,0,NA
"TCGA-AA-3494",0,0,NA
"TCGA-AA-3495",0,0,NA
"TCGA-AA-3496",0,0,NA
"TCGA-AA-3502",0,0,NA
"TCGA-AA-3506",0,0,NA
"TCGA-AA-3509",0,0,NA
"TCGA-AA-3510",0,0,NA
"TCGA-AA-3511",0,0,NA
"TCGA-AA-3514",0,0,NA
"TCGA-AA-3516",0,0,NA
"TCGA-AA-3517",0,0,NA
"TCGA-AA-3518",0,0,NA
"TCGA-AA-3519",0,0,NA
"TCGA-AA-3520",0,0,NA
"TCGA-AA-3521",0,0,NA
"TCGA-AA-3522",0,0,NA
"TCGA-AA-3524",0,1,NA
"TCGA-AA-3525",0,0,NA
"TCGA-AA-3526",0,0,NA
"TCGA-AA-3527",0,0,NA
"TCGA-AA-3529",0,0,NA
"TCGA-AA-3530",0,0,NA
"TCGA-AA-3531",0,0,NA
"TCGA-AA-3532",0,0,NA
"TCGA-AA-3534",0,0,NA
"TCGA-AA-3538",0,0,NA
"TCGA-AA-3542",0,0,NA
"TCGA-AA-3543",0,0,NA
"TCGA-AA-3544",0,0,NA
"TCGA-AA-3548",0,0,NA
"TCGA-AA-3549",0,0,NA
"TCGA-AA-3552",0,0,NA
"TCGA-AA-3553",0,0,NA
"TCGA-AA-3554",0,0,NA
"TCGA-AA-3555",0,0,NA
"TCGA-AA-3556",0,0,NA
"TCGA-AA-3558",0,0,NA
"TCGA-AA-3560",0,0,NA
"TCGA-AA-3561",0,0,NA
"TCGA-AA-3562",0,0,NA
"TCGA-AA-3655",0,0,NA
"TCGA-AA-3660",0,0,NA
"TCGA-AA-3662",0,0,NA
"TCGA-AA-3663",0,0,NA
"TCGA-AA-3664",0,0,NA
"TCGA-AA-3666",0,0,NA
"TCGA-AA-3667",0,0,NA
"TCGA-AA-3672",0,0,NA
"TCGA-AA-3673",0,0,NA
"TCGA-AA-3675",0,0,NA
"TCGA-AA-3678",0,0,NA
"TCGA-AA-3679",0,0,NA
"TCGA-AA-3680",0,0,NA
"TCGA-AA-3681",0,0,NA
"TCGA-AA-3684",0,0,NA
"TCGA-AA-3685",0,0,NA
"TCGA-AA-3688",0,0,NA
"TCGA-AA-3692",0,0,NA
"TCGA-AA-3693",0,0,NA
"TCGA-AA-3695",0,0,NA
"TCGA-AA-3696",0,0,NA
"TCGA-AA-3697",0,0,NA
"TCGA-AA-3710",0,0,NA
"TCGA-AA-3712",0,0,NA
"TCGA-AA-3713",0,0,NA
"TCGA-AA-3715",0,0,NA
"TCGA-AA-3811",0,0,NA
"TCGA-AA-3812",0,0,NA
"TCGA-AA-3814",0,0,NA
"TCGA-AA-3818",0,0,NA
"TCGA-AA-3819",0,0,NA
"TCGA-AA-3821",0,0,NA
"TCGA-AA-3831",0,0,NA
"TCGA-AA-3833",0,0,NA
"TCGA-AA-3837",0,0,NA
"TCGA-AA-3841",0,0,NA
"TCGA-AA-3842",0,0,NA
"TCGA-AA-3844",0,0,NA
"TCGA-AA-3845",0,0,NA
"TCGA-AA-3846",0,0,NA
"TCGA-AA-3848",0,0,NA
"TCGA-AA-3850",0,0,NA
"TCGA-AA-3851",0,0,NA
"TCGA-AA-3852",0,0,NA
"TCGA-AA-3854",0,0,NA
"TCGA-AA-3855",0,0,NA
"TCGA-AA-3856",0,0,NA
"TCGA-AA-3858",0,0,NA
"TCGA-AA-3860",0,0,NA
"TCGA-AA-3864",0,0,NA
"TCGA-AA-3866",0,0,NA
"TCGA-AA-3867",0,0,NA
"TCGA-AA-3869",0,1,NA
"TCGA-AA-3870",0,0,NA
"TCGA-AA-3872",0,1,NA
"TCGA-AA-3875",0,1,NA
"TCGA-AA-3877",0,0,NA
"TCGA-AA-3930",0,0,NA
"TCGA-AA-3939",0,0,NA
"TCGA-AA-3941",0,0,NA
"TCGA-AA-3947",0,0,NA
"TCGA-AA-3949",0,0,NA
"TCGA-AA-3950",0,0,NA
"TCGA-AA-3952",0,0,NA
"TCGA-AA-3955",0,0,NA
"TCGA-AA-3956",0,0,NA
"TCGA-AA-3966",0,0,NA
"TCGA-AA-3968",0,0,NA
"TCGA-AA-3971",0,0,NA
"TCGA-AA-3972",0,0,NA
"TCGA-AA-3973",0,0,NA
"TCGA-AA-3975",0,0,NA
"TCGA-AA-3976",0,0,NA
"TCGA-AA-3977",0,0,NA
"TCGA-AA-3979",0,0,NA
"TCGA-AA-3982",0,0,NA
"TCGA-AA-3984",0,0,NA
"TCGA-AA-3986",0,0,NA
"TCGA-AA-3989",0,0,NA
"TCGA-AA-3994",0,0,NA
"TCGA-AA-A004",0,0,NA
"TCGA-AA-A00A",0,0,NA
"TCGA-AA-A00D",0,0,NA
"TCGA-AA-A00E",0,0,NA
"TCGA-AA-A00F",0,0,NA
"TCGA-AA-A00J",0,0,NA
"TCGA-AA-A00K",0,0,NA
"TCGA-AA-A00L",0,0,NA
"TCGA-AA-A00N",0,0,NA
"TCGA-AA-A00O",0,0,NA
"TCGA-AA-A00Q",0,0,NA
"TCGA-AA-A00R",0,0,NA
"TCGA-AA-A00U",0,0,NA
"TCGA-AA-A00W",0,0,NA
"TCGA-AA-A00Z",0,0,NA
"TCGA-AA-A010",0,0,NA
"TCGA-AA-A017",0,0,NA
"TCGA-AA-A01C",0,0,NA
"TCGA-AA-A01D",0,0,NA
"TCGA-AA-A01F",0,0,NA
"TCGA-AA-A01G",0,0,NA
"TCGA-AA-A01I",0,0,NA
"TCGA-AA-A01K",0,0,NA
"TCGA-AA-A01P",0,0,NA
"TCGA-AA-A01Q",0,0,NA
"TCGA-AA-A01R",0,0,NA
"TCGA-AA-A01S",0,0,NA
"TCGA-AA-A01T",0,0,NA
"TCGA-AA-A01V",0,0,NA
"TCGA-AA-A01X",0,0,NA
"TCGA-AA-A01Z",0,0,NA
"TCGA-AA-A022",0,0,NA
"TCGA-AA-A024",0,0,NA
"TCGA-AA-A029",0,0,NA
"TCGA-AA-A02E",0,0,NA
"TCGA-AA-A02F",0,0,NA
"TCGA-AA-A02H",0,0,NA
"TCGA-AA-A02J",0,0,NA
"TCGA-AA-A02O",0,0,NA
"TCGA-AA-A02R",0,0,NA
"TCGA-AA-A02W",0,0,NA
"TCGA-AA-A02Y",0,0,NA
"TCGA-AA-A03F",0,0,NA
"TCGA-AA-A03J",0,0,NA
"TCGA-AD-5900",0,0,NA
"TCGA-AD-6548",0,0,NA
"TCGA-AD-6888",0,0,NA
"TCGA-AD-6889",0,0,NA
"TCGA-AD-6890",0,0,NA
"TCGA-AD-6895",0,0,NA
"TCGA-AD-6899",0,0,NA
"TCGA-AD-6901",0,0,NA
"TCGA-AD-6963",0,0,NA
"TCGA-AD-6964",0,0,NA
"TCGA-AD-6965",0,0,NA
"TCGA-AD-A5EJ",0,0,NA
"TCGA-AD-A5EK",0,0,NA
"TCGA-AM-5820",0,0,NA
"TCGA-AM-5821",0,0,NA
"TCGA-AU-3779",0,0,NA
"TCGA-AU-6004",0,0,NA
"TCGA-AY-4070",0,0,NA
"TCGA-AY-4071",0,0,NA
"TCGA-AY-5543",0,0,NA
"TCGA-AY-6196",1,0,NA
"TCGA-AY-6197",0,0,NA
"TCGA-AY-6386",0,0,NA
"TCGA-AY-A54L",0,0,NA
"TCGA-AY-A69D",0,0,NA
"TCGA-AY-A71X",0,0,NA
"TCGA-AY-A8YK",0,0,NA
"TCGA-AZ-4308",0,0,NA
"TCGA-AZ-4313",0,0,NA
"TCGA-AZ-4315",0,0,NA
"TCGA-AZ-4323",0,0,NA
"TCGA-AZ-4614",0,0,NA
"TCGA-AZ-4615",0,0,NA
"TCGA-AZ-4616",0,0,NA
"TCGA-AZ-4681",0,0,NA
"TCGA-AZ-4682",0,0,NA
"TCGA-AZ-4684",0,0,NA
"TCGA-AZ-5403",0,0,NA
"TCGA-AZ-5407",0,0,NA
"TCGA-AZ-6598",0,0,NA
"TCGA-AZ-6599",0,0,NA
"TCGA-AZ-6600",0,0,NA
"TCGA-AZ-6601",0,0,NA
"TCGA-AZ-6603",0,0,NA
"TCGA-AZ-6605",0,0,NA
"TCGA-AZ-6606",0,0,NA
"TCGA-AZ-6607",0,0,NA
"TCGA-AZ-6608",0,0,NA
"TCGA-CA-5254",0,0,NA
"TCGA-CA-5255",0,0,NA
"TCGA-CA-5256",0,0,NA
"TCGA-CA-5796",0,0,NA
"TCGA-CA-5797",0,0,NA
"TCGA-CA-6715",0,0,NA
"TCGA-CA-6716",0,0,NA
"TCGA-CA-6717",0,0,NA
"TCGA-CA-6718",0,0,NA
"TCGA-CA-6719",0,0,NA
"TCGA-CK-4947",0,0,NA
"TCGA-CK-4948",0,0,NA
"TCGA-CK-4950",0,0,NA
"TCGA-CK-4951",0,0,NA
"TCGA-CK-4952",0,0,NA
"TCGA-CK-5912",0,0,NA
"TCGA-CK-5913",0,0,NA
"TCGA-CK-5914",0,0,NA
"TCGA-CK-5915",0,0,NA
"TCGA-CK-5916",0,0,NA
"TCGA-CK-6746",0,0,NA
"TCGA-CK-6747",0,0,NA
"TCGA-CK-6748",0,0,NA
"TCGA-CK-6751",0,0,NA
"TCGA-CM-4743",0,0,NA
"TCGA-CM-4744",0,0,NA
"TCGA-CM-4746",0,0,NA
"TCGA-CM-4747",0,0,NA
"TCGA-CM-4748",0,0,NA
"TCGA-CM-4750",0,0,NA
"TCGA-CM-4751",0,0,NA
"TCGA-CM-4752",0,0,NA
"TCGA-CM-5341",0,0,NA
"TCGA-CM-5344",0,0,NA
"TCGA-CM-5348",0,0,NA
"TCGA-CM-5349",0,0,NA
"TCGA-CM-5860",0,0,NA
"TCGA-CM-5861",0,0,NA
"TCGA-CM-5862",0,0,NA
"TCGA-CM-5863",0,0,NA
"TCGA-CM-5864",0,0,NA
"TCGA-CM-5868",0,0,NA
"TCGA-CM-6161",0,0,NA
"TCGA-CM-6162",0,0,NA
"TCGA-CM-6163",0,0,NA
"TCGA-CM-6164",0,0,NA
"TCGA-CM-6165",0,0,NA
"TCGA-CM-6166",0,0,NA
"TCGA-CM-6167",0,0,NA
"TCGA-CM-6168",0,0,NA
"TCGA-CM-6169",0,0,NA
"TCGA-CM-6170",0,0,NA
"TCGA-CM-6171",0,0,NA
"TCGA-CM-6172",0,0,NA
"TCGA-CM-6674",0,0,NA
"TCGA-CM-6675",0,0,NA
"TCGA-CM-6676",0,0,NA
"TCGA-CM-6677",0,0,NA
"TCGA-CM-6678",0,0,NA
"TCGA-CM-6679",0,0,NA
"TCGA-CM-6680",0,0,NA
"TCGA-D5-5537",0,0,NA
"TCGA-D5-5538",0,0,NA
"TCGA-D5-5539",0,0,NA
"TCGA-D5-5540",0,0,NA
"TCGA-D5-5541",0,0,NA
"TCGA-D5-6529",0,0,NA
"TCGA-D5-6530",0,0,NA
"TCGA-D5-6531",0,0,NA
"TCGA-D5-6532",0,0,NA
"TCGA-D5-6533",0,0,NA
"TCGA-D5-6534",0,0,NA
"TCGA-D5-6535",0,0,NA
"TCGA-D5-6536",0,0,NA
"TCGA-D5-6537",0,0,NA
"TCGA-D5-6538",0,0,NA
"TCGA-D5-6539",0,0,NA
"TCGA-D5-6540",0,0,NA
"TCGA-D5-6541",0,0,NA
"TCGA-D5-6898",0,0,NA
"TCGA-D5-6920",0,0,NA
"TCGA-D5-6922",0,0,NA
"TCGA-D5-6923",0,0,NA
"TCGA-D5-6924",0,0,NA
"TCGA-D5-6926",0,0,NA
"TCGA-D5-6927",0,0,NA
"TCGA-D5-6928",0,0,NA
"TCGA-D5-6929",0,0,NA
"TCGA-D5-6930",0,0,NA
"TCGA-D5-6931",0,0,NA
"TCGA-D5-6932",0,0,NA
"TCGA-D5-7000",0,0,NA
"TCGA-DM-A0X9",0,0,NA
"TCGA-DM-A0XD",0,0,NA
"TCGA-DM-A0XF",0,0,NA
"TCGA-DM-A1D0",0,0,NA
"TCGA-DM-A1D4",0,0,NA
"TCGA-DM-A1D6",0,0,NA
"TCGA-DM-A1D7",0,0,NA
"TCGA-DM-A1D8",0,0,NA
"TCGA-DM-A1D9",0,0,NA
"TCGA-DM-A1DA",0,0,NA
"TCGA-DM-A1DB",0,0,NA
"TCGA-DM-A1HA",0,0,NA
"TCGA-DM-A1HB",0,0,NA
"TCGA-DM-A280",0,0,NA
"TCGA-DM-A282",0,0,NA
"TCGA-DM-A285",0,0,NA
"TCGA-DM-A288",0,0,NA
"TCGA-DM-A28A",0,0,NA
"TCGA-DM-A28C",0,0,NA
"TCGA-DM-A28E",0,0,NA
"TCGA-DM-A28F",0,0,NA
"TCGA-DM-A28G",0,0,NA
"TCGA-DM-A28H",0,0,NA
"TCGA-DM-A28K",0,0,NA
"TCGA-DM-A28M",0,0,NA
"TCGA-F4-6459",0,0,NA
"TCGA-F4-6460",0,0,NA
"TCGA-F4-6461",0,0,NA
"TCGA-F4-6463",0,0,NA
"TCGA-F4-6569",0,0,NA
"TCGA-F4-6570",0,0,NA
"TCGA-F4-6703",0,0,NA
"TCGA-F4-6704",0,0,NA
"TCGA-F4-6805",0,0,NA
"TCGA-F4-6806",0,0,NA
"TCGA-F4-6807",0,0,NA
"TCGA-F4-6808",0,0,NA
"TCGA-F4-6809",0,0,NA
"TCGA-F4-6854",0,0,NA
"TCGA-F4-6855",0,0,NA
"TCGA-F4-6856",0,0,NA
"TCGA-G4-6293",0,0,NA
"TCGA-G4-6294",0,0,NA
"TCGA-G4-6295",0,0,NA
"TCGA-G4-6297",0,0,NA
"TCGA-G4-6298",0,0,NA
"TCGA-G4-6299",0,0,NA
"TCGA-G4-6302",0,0,NA
"TCGA-G4-6303",0,0,NA
"TCGA-G4-6304",0,0,NA
"TCGA-G4-6306",0,0,NA
"TCGA-G4-6307",0,0,NA
"TCGA-G4-6309",0,0,NA
"TCGA-G4-6310",0,0,NA
"TCGA-G4-6311",0,0,NA
"TCGA-G4-6314",0,0,NA
"TCGA-G4-6315",0,0,NA
"TCGA-G4-6317",0,0,NA
"TCGA-G4-6320",0,0,NA
"TCGA-G4-6321",0,0,NA
"TCGA-G4-6322",0,0,NA
"TCGA-G4-6323",0,0,NA
"TCGA-G4-6586",0,0,NA
"TCGA-G4-6588",0,0,NA
"TCGA-G4-6625",0,0,NA
"TCGA-G4-6626",0,0,NA
"TCGA-G4-6627",0,0,NA
"TCGA-G4-6628",0,0,NA
"TCGA-NH-A50T",0,0,NA
"TCGA-NH-A50U",0,0,NA
"TCGA-NH-A50V",0,0,NA
"TCGA-NH-A5IV",0,0,NA
"TCGA-NH-A6GA",0,0,NA
"TCGA-NH-A6GB",0,0,NA
"TCGA-NH-A6GC",0,0,NA
"TCGA-NH-A8F7",0,0,NA
"TCGA-NH-A8F8",0,0,NA
"TCGA-QG-A5YV",0,0,NA
"TCGA-QG-A5YW",0,0,NA
"TCGA-QG-A5YX",0,0,NA
"TCGA-QG-A5Z1",0,0,NA
"TCGA-QG-A5Z2",0,0,NA
"TCGA-QL-A97D",0,0,NA
"TCGA-RU-A8FL",0,0,NA
"TCGA-SS-A7HO",0,0,NA
"TCGA-T9-A92H",0,0,NA
"TCGA-WS-AB45",0,0,NA
"TCGA-AF-2687",NA,0,0
"TCGA-AF-2689",NA,0,0
"TCGA-AF-2690",NA,0,0
"TCGA-AF-2691",NA,0,0
"TCGA-AF-2692",NA,0,0
"TCGA-AF-2693",NA,0,0
"TCGA-AF-3400",NA,0,0
"TCGA-AF-3911",NA,0,0
"TCGA-AF-3913",NA,0,0
"TCGA-AF-4110",NA,0,0
"TCGA-AF-5654",NA,0,0
"TCGA-AF-6136",NA,0,0
"TCGA-AF-6655",NA,0,0
"TCGA-AF-6672",NA,0,0
"TCGA-AF-A56K",NA,0,0
"TCGA-AF-A56L",NA,0,0
"TCGA-AF-A56N",NA,0,0
"TCGA-AG-3574",NA,0,0
"TCGA-AG-3575",NA,0,0
"TCGA-AG-3578",NA,0,0
"TCGA-AG-3580",NA,0,0
"TCGA-AG-3581",NA,0,0
"TCGA-AG-3582",NA,0,0
"TCGA-AG-3583",NA,0,0
"TCGA-AG-3584",NA,0,0
"TCGA-AG-3586",NA,0,0
"TCGA-AG-3587",NA,0,0
"TCGA-AG-3591",NA,0,0
"TCGA-AG-3592",NA,0,0
"TCGA-AG-3593",NA,0,0
"TCGA-AG-3594",NA,0,0
"TCGA-AG-3598",NA,0,0
"TCGA-AG-3599",NA,0,0
"TCGA-AG-3600",NA,0,0
"TCGA-AG-3601",NA,0,0
"TCGA-AG-3602",NA,0,0
"TCGA-AG-3605",NA,0,0
"TCGA-AG-3608",NA,0,0
"TCGA-AG-3609",NA,0,0
"TCGA-AG-3611",NA,0,0
"TCGA-AG-3612",NA,0,0
"TCGA-AG-3725",NA,0,0
"TCGA-AG-3726",NA,0,0
"TCGA-AG-3727",NA,0,0
"TCGA-AG-3728",NA,0,0
"TCGA-AG-3731",NA,0,0
"TCGA-AG-3732",NA,0,0
"TCGA-AG-3742",NA,0,0
"TCGA-AG-3878",NA,0,0
"TCGA-AG-3881",NA,0,0
"TCGA-AG-3882",NA,0,0
"TCGA-AG-3883",NA,1,0
"TCGA-AG-3885",NA,0,0
"TCGA-AG-3887",NA,0,0
"TCGA-AG-3890",NA,0,0
"TCGA-AG-3892",NA,0,0
"TCGA-AG-3893",NA,0,0
"TCGA-AG-3894",NA,0,0
"TCGA-AG-3896",NA,0,0
"TCGA-AG-3898",NA,0,0
"TCGA-AG-3901",NA,0,0
"TCGA-AG-3902",NA,0,0
"TCGA-AG-3909",NA,0,0
"TCGA-AG-3999",NA,0,0
"TCGA-AG-4001",NA,0,0
"TCGA-AG-4005",NA,0,0
"TCGA-AG-4007",NA,0,0
"TCGA-AG-4008",NA,0,0
"TCGA-AG-4015",NA,0,0
"TCGA-AG-4021",NA,0,0
"TCGA-AG-4022",NA,0,0
"TCGA-AG-A002",NA,0,0
"TCGA-AG-A008",NA,0,0
"TCGA-AG-A00C",NA,0,0
"TCGA-AG-A00H",NA,0,0
"TCGA-AG-A00Y",NA,0,0
"TCGA-AG-A011",NA,0,0
"TCGA-AG-A014",NA,0,0
"TCGA-AG-A015",NA,0,0
"TCGA-AG-A016",NA,0,0
"TCGA-AG-A01J",NA,0,0
"TCGA-AG-A01L",NA,0,0
"TCGA-AG-A01N",NA,0,0
"TCGA-AG-A01W",NA,0,0
"TCGA-AG-A01Y",NA,0,0
"TCGA-AG-A020",NA,0,0
"TCGA-AG-A023",NA,0,0
"TCGA-AG-A025",NA,0,0
"TCGA-AG-A026",NA,0,0
"TCGA-AG-A02G",NA,0,0
"TCGA-AG-A02N",NA,0,0
"TCGA-AG-A02X",NA,0,0
"TCGA-AG-A032",NA,0,0
"TCGA-AG-A036",NA,0,0
"TCGA-AH-6544",NA,0,0
"TCGA-AH-6547",NA,0,0
"TCGA-AH-6643",NA,1,0
"TCGA-AH-6644",NA,0,0
"TCGA-AH-6897",NA,0,0
"TCGA-AH-6903",NA,0,0
"TCGA-BM-6198",NA,0,0
"TCGA-CI-6619",NA,0,0
"TCGA-CI-6620",NA,0,0
"TCGA-CI-6621",NA,0,0
"TCGA-CI-6622",NA,0,0
"TCGA-CI-6623",NA,0,0
"TCGA-CI-6624",NA,0,0
"TCGA-CL-4957",NA,0,0
"TCGA-CL-5917",NA,0,0
"TCGA-CL-5918",NA,0,0
"TCGA-DC-4745",NA,0,0
"TCGA-DC-4749",NA,0,0
"TCGA-DC-5337",NA,0,0
"TCGA-DC-5869",NA,0,0
"TCGA-DC-6154",NA,0,0
"TCGA-DC-6155",NA,0,0
"TCGA-DC-6156",NA,0,0
"TCGA-DC-6157",NA,0,0
"TCGA-DC-6158",NA,0,0
"TCGA-DC-6160",NA,0,0
"TCGA-DC-6681",NA,0,0
"TCGA-DC-6682",NA,0,0
"TCGA-DC-6683",NA,0,0
"TCGA-DT-5265",NA,0,0
"TCGA-DY-A0XA",NA,0,0
"TCGA-DY-A1DC",NA,0,0
"TCGA-DY-A1DD",NA,0,0
"TCGA-DY-A1DE",NA,0,1
"TCGA-DY-A1DF",NA,0,0
"TCGA-DY-A1DG",NA,0,0
"TCGA-DY-A1H8",NA,0,0
"TCGA-EF-5830",NA,0,0
"TCGA-EF-5831",NA,0,0
"TCGA-EI-6506",NA,0,0
"TCGA-EI-6507",NA,0,0
"TCGA-EI-6508",NA,0,0
"TCGA-EI-6509",NA,0,0
"TCGA-EI-6510",NA,0,0
"TCGA-EI-6511",NA,0,0
"TCGA-EI-6512",NA,0,0
"TCGA-EI-6513",NA,0,0
"TCGA-EI-6514",NA,0,0
"TCGA-EI-6881",NA,0,0
"TCGA-EI-6882",NA,0,0
"TCGA-EI-6883",NA,0,0
"TCGA-EI-6884",NA,0,0
"TCGA-EI-6885",NA,0,0
"TCGA-EI-6917",NA,0,0
"TCGA-EI-7002",NA,0,0
"TCGA-EI-7004",NA,0,0
"TCGA-F5-6464",NA,0,0
"TCGA-F5-6465",NA,0,0
"TCGA-F5-6571",NA,0,0
"TCGA-F5-6702",NA,0,0
"TCGA-F5-6810",NA,0,0
"TCGA-F5-6811",NA,0,0
"TCGA-F5-6812",NA,0,0
"TCGA-F5-6813",NA,1,0
