"","AKT2","ERBB2","CCNE1"
"TCGA-VQ-A91D",NA,0,0
"TCGA-VQ-A91E",NA,0,0
"TCGA-VQ-A91K",NA,0,0
"TCGA-VQ-A91N",NA,0,1
"TCGA-VQ-A91Q",NA,0,0
"TCGA-VQ-A91S",NA,1,0
"TCGA-VQ-A91U",NA,0,0
"TCGA-VQ-A91V",NA,0,0
"TCGA-VQ-A91W",NA,0,0
"TCGA-VQ-A91X",NA,1,0
"TCGA-VQ-A91Y",NA,0,0
"TCGA-VQ-A91Z",NA,0,0
"TCGA-VQ-A922",NA,0,0
"TCGA-VQ-A923",NA,0,0
"TCGA-VQ-A924",NA,0,0
"TCGA-VQ-A925",NA,0,0
"TCGA-VQ-A927",NA,0,0
"TCGA-VQ-A928",NA,0,0
"TCGA-VQ-A92D",NA,0,0
"TCGA-VQ-A94O",NA,0,0
"TCGA-VQ-A94P",NA,0,0
"TCGA-VQ-A94R",NA,0,0
"TCGA-VQ-A94T",NA,0,-1
"TCGA-VQ-A94U",NA,0,0
"TCGA-VQ-AA64",NA,0,0
"TCGA-VQ-AA68",NA,0,0
"TCGA-VQ-AA69",NA,0,0
"TCGA-VQ-AA6A",NA,0,0
"TCGA-VQ-AA6B",NA,0,0
"TCGA-VQ-AA6D",NA,1,0
"TCGA-VQ-AA6F",NA,0,0
"TCGA-VQ-AA6G",NA,0,0
"TCGA-VQ-AA6I",NA,0,0
"TCGA-VQ-AA6J",NA,0,0
"TCGA-VQ-AA6K",NA,0,0
"TCGA-ZA-A8F6",NA,0,0
"TCGA-ZQ-A9CR",NA,0,0
"TCGA-2V-A95S",NA,NA,0
"TCGA-2Y-A9GS",NA,NA,0
"TCGA-2Y-A9GT",NA,NA,0
"TCGA-2Y-A9GU",NA,NA,0
"TCGA-2Y-A9GV",NA,NA,0
"TCGA-2Y-A9GW",NA,NA,0
"TCGA-2Y-A9GX",NA,NA,0
"TCGA-2Y-A9GY",NA,NA,0
"TCGA-2Y-A9GZ",NA,NA,0
"TCGA-2Y-A9H0",NA,NA,0
"TCGA-2Y-A9H1",NA,NA,0
"TCGA-2Y-A9H2",NA,NA,0
"TCGA-2Y-A9H3",NA,NA,0
"TCGA-2Y-A9H4",NA,NA,0
"TCGA-2Y-A9H5",NA,NA,0
"TCGA-2Y-A9H6",NA,NA,0
"TCGA-2Y-A9H7",NA,NA,0
"TCGA-2Y-A9H8",NA,NA,0
"TCGA-2Y-A9H9",NA,NA,0
"TCGA-2Y-A9HA",NA,NA,0
"TCGA-2Y-A9HB",NA,NA,0
"TCGA-3K-AAZ8",NA,NA,0
"TCGA-4R-AA8I",NA,NA,0
"TCGA-5C-A9VG",NA,NA,0
"TCGA-5C-A9VH",NA,NA,0
"TCGA-5C-AAPD",NA,NA,0
"TCGA-5R-AA1C",NA,NA,0
"TCGA-5R-AA1D",NA,NA,0
"TCGA-5R-AAAM",NA,NA,0
"TCGA-BC-4072",NA,NA,0
"TCGA-BC-4073",NA,NA,0
"TCGA-BC-A10Q",NA,NA,0
"TCGA-BC-A10R",NA,NA,0
"TCGA-BC-A10S",NA,NA,0
"TCGA-BC-A10T",NA,NA,1
"TCGA-BC-A10U",NA,NA,0
"TCGA-BC-A10W",NA,NA,0
"TCGA-BC-A10X",NA,NA,0
"TCGA-BC-A10Y",NA,NA,0
"TCGA-BC-A10Z",NA,NA,0
"TCGA-BC-A110",NA,NA,0
"TCGA-BC-A112",NA,NA,0
"TCGA-BC-A216",NA,NA,0
"TCGA-BC-A217",NA,NA,0
"TCGA-BC-A3KF",NA,NA,0
"TCGA-BC-A3KG",NA,NA,0
"TCGA-BC-A5W4",NA,NA,0
"TCGA-BC-A69H",NA,NA,0
"TCGA-BC-A69I",NA,NA,0
"TCGA-BC-A8YO",NA,NA,0
"TCGA-BD-A2L6",NA,NA,0
"TCGA-BD-A3EP",NA,NA,0
"TCGA-BD-A3ER",NA,NA,0
"TCGA-BW-A5NO",NA,NA,0
"TCGA-BW-A5NP",NA,NA,0
"TCGA-BW-A5NQ",NA,NA,0
"TCGA-CC-5258",NA,NA,0
"TCGA-CC-5259",NA,NA,0
"TCGA-CC-5260",NA,NA,0
"TCGA-CC-5261",NA,NA,0
"TCGA-CC-5262",NA,NA,0
"TCGA-CC-5263",NA,NA,0
"TCGA-CC-5264",NA,NA,0
"TCGA-CC-A123",NA,NA,0
"TCGA-CC-A1HT",NA,NA,0
"TCGA-CC-A3M9",NA,NA,0
"TCGA-CC-A3MA",NA,NA,0
"TCGA-CC-A3MB",NA,NA,0
"TCGA-CC-A3MC",NA,NA,0
"TCGA-CC-A5UC",NA,NA,0
"TCGA-CC-A5UD",NA,NA,0
"TCGA-CC-A5UE",NA,NA,0
"TCGA-CC-A7IE",NA,NA,0
"TCGA-CC-A7IF",NA,NA,0
"TCGA-CC-A7IG",NA,NA,0
"TCGA-CC-A7IH",NA,NA,0
"TCGA-CC-A7II",NA,NA,0
"TCGA-CC-A7IJ",NA,NA,0
"TCGA-CC-A7IK",NA,NA,0
"TCGA-CC-A7IL",NA,NA,0
"TCGA-CC-A8HT",NA,NA,0
"TCGA-CC-A8HU",NA,NA,0
"TCGA-CC-A8HV",NA,NA,0
"TCGA-CC-A9FS",NA,NA,0
"TCGA-CC-A9FU",NA,NA,0
"TCGA-CC-A9FV",NA,NA,0
"TCGA-CC-A9FW",NA,NA,0
"TCGA-DD-A113",NA,NA,0
"TCGA-DD-A114",NA,NA,0
"TCGA-DD-A115",NA,NA,0
"TCGA-DD-A116",NA,NA,0
"TCGA-DD-A118",NA,NA,0
"TCGA-DD-A119",NA,NA,0
"TCGA-DD-A11A",NA,NA,0
"TCGA-DD-A11B",NA,NA,0
"TCGA-DD-A11C",NA,NA,0
"TCGA-DD-A11D",NA,NA,0
"TCGA-DD-A1E9",NA,NA,0
"TCGA-DD-A1EA",NA,NA,0
"TCGA-DD-A1EB",NA,NA,0
"TCGA-DD-A1EC",NA,NA,0
"TCGA-DD-A1ED",NA,NA,0
"TCGA-DD-A1EE",NA,NA,0
"TCGA-DD-A1EF",NA,NA,0
"TCGA-DD-A1EG",NA,NA,0
"TCGA-DD-A1EH",NA,NA,0
"TCGA-DD-A1EI",NA,NA,0
"TCGA-DD-A1EJ",NA,NA,0
"TCGA-DD-A1EK",NA,NA,0
"TCGA-DD-A1EL",NA,NA,0
"TCGA-DD-A39V",NA,NA,0
"TCGA-DD-A39W",NA,NA,0
"TCGA-DD-A39X",NA,NA,0
"TCGA-DD-A39Y",NA,NA,0
"TCGA-DD-A39Z",NA,NA,0
"TCGA-DD-A3A0",NA,NA,0
"TCGA-DD-A3A1",NA,NA,0
"TCGA-DD-A3A2",NA,NA,0
"TCGA-DD-A3A3",NA,NA,0
"TCGA-DD-A3A4",NA,NA,0
"TCGA-DD-A3A5",NA,NA,0
"TCGA-DD-A3A6",NA,NA,0
"TCGA-DD-A3A7",NA,NA,0
"TCGA-DD-A3A8",NA,NA,0
"TCGA-DD-A3A9",NA,NA,0
"TCGA-DD-A4NA",NA,NA,0
"TCGA-DD-A4NB",NA,NA,0
"TCGA-DD-A4ND",NA,NA,0
"TCGA-DD-A4NE",NA,NA,0
"TCGA-DD-A4NF",NA,NA,0
"TCGA-DD-A4NG",NA,NA,0
"TCGA-DD-A4NH",NA,NA,0
"TCGA-DD-A4NI",NA,NA,0
"TCGA-DD-A4NJ",NA,NA,0
"TCGA-DD-A4NK",NA,NA,0
"TCGA-DD-A4NL",NA,NA,0
"TCGA-DD-A4NN",NA,NA,0
"TCGA-DD-A4NO",NA,NA,0
"TCGA-DD-A4NP",NA,NA,0
"TCGA-DD-A4NQ",NA,NA,0
"TCGA-DD-A4NR",NA,NA,0
"TCGA-DD-A4NS",NA,NA,0
"TCGA-DD-A4NV",NA,NA,0
"TCGA-DD-A73A",NA,NA,0
"TCGA-DD-A73B",NA,NA,0
"TCGA-DD-A73C",NA,NA,0
"TCGA-DD-A73D",NA,NA,0
"TCGA-DD-A73E",NA,NA,0
"TCGA-DD-A73F",NA,NA,0
"TCGA-DD-A73G",NA,NA,0
"TCGA-DD-AA3A",NA,NA,0
"TCGA-DD-AAC8",NA,NA,0
"TCGA-DD-AAC9",NA,NA,0
"TCGA-DD-AACA",NA,NA,0
"TCGA-DD-AACB",NA,NA,0
"TCGA-DD-AACC",NA,NA,0
"TCGA-DD-AACD",NA,NA,0
"TCGA-DD-AACE",NA,NA,0
"TCGA-DD-AACF",NA,NA,0
"TCGA-DD-AACG",NA,NA,0
"TCGA-DD-AACH",NA,NA,0
"TCGA-DD-AACI",NA,NA,0
"TCGA-DD-AACJ",NA,NA,0
"TCGA-DD-AACK",NA,NA,0
"TCGA-DD-AACL",NA,NA,0
"TCGA-DD-AACM",NA,NA,0
"TCGA-DD-AACN",NA,NA,0
"TCGA-DD-AACO",NA,NA,0
"TCGA-DD-AACP",NA,NA,0
"TCGA-DD-AACQ",NA,NA,0
"TCGA-DD-AACS",NA,NA,0
"TCGA-DD-AACT",NA,NA,0
"TCGA-DD-AACU",NA,NA,0
"TCGA-DD-AACV",NA,NA,0
"TCGA-DD-AACW",NA,NA,0
"TCGA-DD-AACX",NA,NA,0
"TCGA-DD-AACY",NA,NA,0
"TCGA-DD-AACZ",NA,NA,0
"TCGA-DD-AAD0",NA,NA,0
"TCGA-DD-AAD1",NA,NA,0
"TCGA-DD-AAD2",NA,NA,0
"TCGA-DD-AAD3",NA,NA,0
"TCGA-DD-AAD5",NA,NA,0
"TCGA-DD-AAD6",NA,NA,0
"TCGA-DD-AAD8",NA,NA,0
"TCGA-DD-AADA",NA,NA,0
"TCGA-DD-AADB",NA,NA,0
"TCGA-DD-AADC",NA,NA,0
"TCGA-DD-AADD",NA,NA,-1
"TCGA-DD-AADE",NA,NA,0
"TCGA-DD-AADF",NA,NA,0
"TCGA-DD-AADG",NA,NA,0
"TCGA-DD-AADI",NA,NA,0
"TCGA-DD-AADJ",NA,NA,0
"TCGA-DD-AADK",NA,NA,0
"TCGA-DD-AADL",NA,NA,0
"TCGA-DD-AADM",NA,NA,0
"TCGA-DD-AADN",NA,NA,0
"TCGA-DD-AADO",NA,NA,0
"TCGA-DD-AADP",NA,NA,0
"TCGA-DD-AADQ",NA,NA,0
"TCGA-DD-AADR",NA,NA,0
"TCGA-DD-AADS",NA,NA,0
"TCGA-DD-AADU",NA,NA,0
"TCGA-DD-AADV",NA,NA,1
"TCGA-DD-AADW",NA,NA,0
"TCGA-DD-AADY",NA,NA,0
"TCGA-DD-AAE0",NA,NA,0
"TCGA-DD-AAE1",NA,NA,0
"TCGA-DD-AAE2",NA,NA,0
"TCGA-DD-AAE3",NA,NA,0
"TCGA-DD-AAE4",NA,NA,1
"TCGA-DD-AAE6",NA,NA,0
"TCGA-DD-AAE7",NA,NA,0
"TCGA-DD-AAE8",NA,NA,0
"TCGA-DD-AAE9",NA,NA,0
"TCGA-DD-AAEA",NA,NA,0
"TCGA-DD-AAEB",NA,NA,0
"TCGA-DD-AAED",NA,NA,0
"TCGA-DD-AAEE",NA,NA,0
"TCGA-DD-AAEG",NA,NA,0
"TCGA-DD-AAEH",NA,NA,0
"TCGA-DD-AAEI",NA,NA,0
"TCGA-DD-AAEK",NA,NA,0
"TCGA-DD-AAVP",NA,NA,0
"TCGA-DD-AAVQ",NA,NA,0
"TCGA-DD-AAVR",NA,NA,0
"TCGA-DD-AAVS",NA,NA,0
"TCGA-DD-AAVU",NA,NA,0
"TCGA-DD-AAVV",NA,NA,0
"TCGA-DD-AAVW",NA,NA,0
"TCGA-DD-AAVX",NA,NA,0
"TCGA-DD-AAVY",NA,NA,0
"TCGA-DD-AAVZ",NA,NA,0
"TCGA-DD-AAW0",NA,NA,0
"TCGA-DD-AAW1",NA,NA,0
"TCGA-DD-AAW2",NA,NA,0
"TCGA-DD-AAW3",NA,NA,0
"TCGA-ED-A459",NA,NA,0
"TCGA-ED-A4XI",NA,NA,0
"TCGA-ED-A5KG",NA,NA,0
"TCGA-ED-A627",NA,NA,0
"TCGA-ED-A66X",NA,NA,0
"TCGA-ED-A66Y",NA,NA,0
"TCGA-ED-A7PX",NA,NA,0
"TCGA-ED-A7PY",NA,NA,0
"TCGA-ED-A7PZ",NA,NA,0
"TCGA-ED-A7XO",NA,NA,0
"TCGA-ED-A7XP",NA,NA,0
"TCGA-ED-A82E",NA,NA,0
"TCGA-ED-A8O5",NA,NA,0
"TCGA-ED-A8O6",NA,NA,0
"TCGA-ED-A97K",NA,NA,0
"TCGA-EP-A12J",NA,NA,0
"TCGA-EP-A26S",NA,NA,0
"TCGA-EP-A2KA",NA,NA,0
"TCGA-EP-A2KB",NA,NA,0
"TCGA-EP-A2KC",NA,NA,0
"TCGA-EP-A3JL",NA,NA,0
"TCGA-EP-A3RK",NA,NA,0
"TCGA-ES-A2HS",NA,NA,0
"TCGA-ES-A2HT",NA,NA,0
"TCGA-FV-A23B",NA,NA,0
"TCGA-FV-A2QQ",NA,NA,0
"TCGA-FV-A2QR",NA,NA,0
"TCGA-FV-A3I0",NA,NA,0
"TCGA-FV-A3I1",NA,NA,0
"TCGA-FV-A3R2",NA,NA,0
"TCGA-FV-A3R3",NA,NA,0
"TCGA-FV-A495",NA,NA,0
"TCGA-FV-A496",NA,NA,0
"TCGA-FV-A4ZP",NA,NA,0
"TCGA-FV-A4ZQ",NA,NA,0
"TCGA-G3-A25S",NA,NA,0
"TCGA-G3-A25T",NA,NA,0
"TCGA-G3-A25U",NA,NA,0
"TCGA-G3-A25V",NA,NA,0
"TCGA-G3-A25W",NA,NA,0
"TCGA-G3-A25X",NA,NA,0
"TCGA-G3-A25Y",NA,NA,0
"TCGA-G3-A25Z",NA,NA,0
"TCGA-G3-A3CG",NA,NA,0
"TCGA-G3-A3CH",NA,NA,0
"TCGA-G3-A3CI",NA,NA,0
"TCGA-G3-A3CJ",NA,NA,0
"TCGA-G3-A3CK",NA,NA,0
"TCGA-G3-A5SI",NA,NA,0
"TCGA-G3-A5SJ",NA,NA,0
"TCGA-G3-A5SK",NA,NA,0
"TCGA-G3-A5SL",NA,NA,0
"TCGA-G3-A5SM",NA,NA,0
"TCGA-G3-A6UC",NA,NA,0
"TCGA-G3-A7M5",NA,NA,0
"TCGA-G3-A7M6",NA,NA,0
"TCGA-G3-A7M7",NA,NA,0
"TCGA-G3-A7M8",NA,NA,0
"TCGA-G3-A7M9",NA,NA,0
"TCGA-G3-AAUZ",NA,NA,0
"TCGA-G3-AAV0",NA,NA,0
"TCGA-G3-AAV1",NA,NA,0
"TCGA-G3-AAV2",NA,NA,0
"TCGA-G3-AAV3",NA,NA,0
"TCGA-G3-AAV4",NA,NA,0
"TCGA-G3-AAV5",NA,NA,0
"TCGA-G3-AAV6",NA,NA,0
"TCGA-G3-AAV7",NA,NA,0
"TCGA-GJ-A3OU",NA,NA,0
"TCGA-GJ-A6C0",NA,NA,0
"TCGA-GJ-A9DB",NA,NA,0
"TCGA-HP-A5MZ",NA,NA,0
"TCGA-HP-A5N0",NA,NA,0
"TCGA-K7-A5RF",NA,NA,0
"TCGA-K7-A5RG",NA,NA,0
"TCGA-K7-A6G5",NA,NA,0
"TCGA-K7-AAU7",NA,NA,0
"TCGA-KR-A7K0",NA,NA,0
"TCGA-KR-A7K2",NA,NA,0
"TCGA-KR-A7K7",NA,NA,0
"TCGA-KR-A7K8",NA,NA,0
"TCGA-LG-A6GG",NA,NA,0
"TCGA-LG-A9QC",NA,NA,0
"TCGA-LG-A9QD",NA,NA,0
"TCGA-MI-A75C",NA,NA,0
"TCGA-MI-A75E",NA,NA,0
"TCGA-MI-A75G",NA,NA,0
"TCGA-MI-A75H",NA,NA,0
"TCGA-MI-A75I",NA,NA,0
"TCGA-MR-A520",NA,NA,0
"TCGA-MR-A8JO",NA,NA,0
"TCGA-NI-A4U2",NA,NA,0
"TCGA-NI-A8LF",NA,NA,0
"TCGA-O8-A75V",NA,NA,0
"TCGA-PD-A5DF",NA,NA,0
"TCGA-QA-A7B7",NA,NA,0
"TCGA-RC-A6M3",NA,NA,0
"TCGA-RC-A6M4",NA,NA,0
"TCGA-RC-A6M5",NA,NA,0
"TCGA-RC-A6M6",NA,NA,0
"TCGA-RC-A7S9",NA,NA,0
"TCGA-RC-A7SB",NA,NA,0
"TCGA-RC-A7SF",NA,NA,0
"TCGA-RC-A7SH",NA,NA,0
"TCGA-RC-A7SK",NA,NA,0
"TCGA-RG-A7D4",NA,NA,0
"TCGA-T1-A6J8",NA,NA,0
"TCGA-UB-A7MA",NA,NA,0
"TCGA-UB-A7MB",NA,NA,0
"TCGA-UB-A7MC",NA,NA,0
"TCGA-UB-A7MD",NA,NA,0
"TCGA-UB-A7ME",NA,NA,0
"TCGA-UB-A7MF",NA,NA,0
"TCGA-UB-AA0U",NA,NA,0
"TCGA-UB-AA0V",NA,NA,0
"TCGA-WJ-A86L",NA,NA,1
"TCGA-WQ-A9G7",NA,NA,0
"TCGA-WQ-AB4B",NA,NA,0
"TCGA-WX-AA44",NA,NA,0
"TCGA-WX-AA46",NA,NA,0
"TCGA-WX-AA47",NA,NA,0
"TCGA-XR-A8TD",NA,NA,0
"TCGA-XR-A8TE",NA,NA,0
"TCGA-XR-A8TF",NA,NA,0
"TCGA-XR-A8TG",NA,NA,0
"TCGA-YA-A8S7",NA,NA,0
"TCGA-ZP-A9CV",NA,NA,0
"TCGA-ZP-A9CY",NA,NA,0
"TCGA-ZP-A9CZ",NA,NA,0
"TCGA-ZP-A9D0",NA,NA,0
"TCGA-ZP-A9D1",NA,NA,0
"TCGA-ZP-A9D2",NA,NA,0
"TCGA-ZP-A9D4",NA,NA,0
"TCGA-ZS-A9CD",NA,NA,0
"TCGA-ZS-A9CE",NA,NA,0
"TCGA-ZS-A9CF",NA,NA,0
"TCGA-ZS-A9CG",NA,NA,0
"TCGA-2H-A9GF",NA,0,0
"TCGA-2H-A9GG",NA,0,0
"TCGA-2H-A9GH",NA,0,0
"TCGA-2H-A9GI",NA,1,0
"TCGA-2H-A9GJ",NA,0,0
"TCGA-2H-A9GK",NA,0,0
"TCGA-2H-A9GL",NA,0,0
"TCGA-2H-A9GM",NA,0,0
"TCGA-2H-A9GN",NA,0,0
"TCGA-2H-A9GO",NA,0,0
"TCGA-2H-A9GQ",NA,0,0
"TCGA-2H-A9GR",NA,0,0
"TCGA-IC-A6RE",NA,0,0
"TCGA-IC-A6RF",NA,0,0
"TCGA-IG-A3I8",NA,0,0
"TCGA-IG-A3QL",NA,0,0
"TCGA-IG-A3Y9",NA,0,0
"TCGA-IG-A3YA",NA,0,0
"TCGA-IG-A3YB",NA,0,0
"TCGA-IG-A3YC",NA,0,0
"TCGA-IG-A4P3",NA,0,0
"TCGA-IG-A4QS",NA,0,0
"TCGA-IG-A4QT",NA,0,0
"TCGA-IG-A50L",NA,0,0
"TCGA-IG-A51D",NA,0,0
"TCGA-IG-A5B8",NA,0,0
"TCGA-IG-A5S3",NA,0,0
"TCGA-IG-A625",NA,0,0
"TCGA-IG-A6QS",NA,0,0
"TCGA-IG-A7DP",NA,0,0
"TCGA-IG-A8O2",NA,0,0
"TCGA-IG-A97H",NA,0,0
"TCGA-IG-A97I",NA,0,0
"TCGA-JY-A6F8",NA,0,0
"TCGA-JY-A6FA",NA,0,0
"TCGA-JY-A6FB",NA,0,0
"TCGA-JY-A6FD",NA,0,0
"TCGA-JY-A6FE",NA,0,0
"TCGA-JY-A6FG",NA,0,0
"TCGA-JY-A6FH",NA,0,0
"TCGA-JY-A938",NA,0,0
"TCGA-JY-A939",NA,0,0
"TCGA-JY-A93C",NA,0,0
"TCGA-JY-A93D",NA,0,0
"TCGA-JY-A93E",NA,0,0
"TCGA-JY-A93F",NA,0,0
"TCGA-KH-A6WC",NA,0,0
"TCGA-L5-A43C",NA,0,0
"TCGA-L5-A43E",NA,0,0
"TCGA-L5-A43H",NA,0,0
"TCGA-L5-A43I",NA,0,0
"TCGA-L5-A43J",NA,0,0
"TCGA-L5-A43M",NA,0,0
"TCGA-L5-A4OE",NA,0,0
"TCGA-L5-A4OF",NA,0,0
"TCGA-L5-A4OG",NA,0,0
"TCGA-L5-A4OH",NA,0,0
"TCGA-L5-A4OI",NA,0,0
"TCGA-L5-A4OJ",NA,0,0
"TCGA-L5-A4OM",NA,0,0
"TCGA-L5-A4ON",NA,0,0
"TCGA-L5-A4OO",NA,0,0
"TCGA-L5-A4OP",NA,0,0
"TCGA-L5-A4OQ",NA,0,0
"TCGA-L5-A4OR",NA,0,0
"TCGA-L5-A4OS",NA,0,0
"TCGA-L5-A4OT",NA,0,0
"TCGA-L5-A4OU",NA,0,0
"TCGA-L5-A4OW",NA,1,0
"TCGA-L5-A4OX",NA,0,0
"TCGA-L5-A88S",NA,0,0
"TCGA-L5-A88T",NA,0,0
"TCGA-L5-A88V",NA,1,0
"TCGA-L5-A88W",NA,0,0
"TCGA-L5-A88Y",NA,0,0
"TCGA-L5-A88Z",NA,0,0
"TCGA-L5-A891",NA,0,0
"TCGA-L5-A893",NA,0,0
"TCGA-L5-A8NE",NA,0,0
"TCGA-L5-A8NF",NA,0,0
"TCGA-L5-A8NG",NA,0,0
"TCGA-L5-A8NH",NA,0,0
"TCGA-L5-A8NI",NA,0,0
"TCGA-L5-A8NJ",NA,0,0
"TCGA-L5-A8NK",NA,0,0
"TCGA-L5-A8NL",NA,0,0
"TCGA-L5-A8NM",NA,0,0
"TCGA-L5-A8NN",NA,0,0
"TCGA-L5-A8NQ",NA,0,0
"TCGA-L5-A8NR",NA,0,0
"TCGA-L5-A8NS",NA,0,0
"TCGA-L5-A8NT",NA,0,0
"TCGA-L5-A8NU",NA,0,0
"TCGA-L5-A8NV",NA,0,0
"TCGA-L5-A8NW",NA,0,0
"TCGA-L7-A56G",NA,0,0
"TCGA-L7-A6VZ",NA,0,0
"TCGA-LN-A49K",NA,0,0
"TCGA-LN-A49L",NA,0,0
"TCGA-LN-A49M",NA,0,0
"TCGA-LN-A49N",NA,0,0
"TCGA-LN-A49O",NA,0,0
"TCGA-LN-A49P",NA,0,0
"TCGA-LN-A49R",NA,0,0
"TCGA-LN-A49S",NA,0,0
"TCGA-LN-A49U",NA,0,0
"TCGA-LN-A49V",NA,0,0
"TCGA-LN-A49W",NA,0,0
"TCGA-LN-A49X",NA,0,0
"TCGA-LN-A49Y",NA,0,0
"TCGA-LN-A4A1",NA,0,0
"TCGA-LN-A4A2",NA,0,0
"TCGA-LN-A4A3",NA,0,0
"TCGA-LN-A4A4",NA,0,0
"TCGA-LN-A4A5",NA,0,0
"TCGA-LN-A4A6",NA,0,-1
"TCGA-LN-A4A8",NA,0,0
"TCGA-LN-A4A9",NA,0,0
"TCGA-LN-A4MQ",NA,0,0
"TCGA-LN-A4MR",NA,0,0
"TCGA-LN-A5U5",NA,0,0
"TCGA-LN-A5U6",NA,0,0
"TCGA-LN-A5U7",NA,0,0
"TCGA-LN-A7HV",NA,0,0
"TCGA-LN-A7HW",NA,0,0
"TCGA-LN-A7HX",NA,0,0
"TCGA-LN-A7HY",NA,0,0
"TCGA-LN-A7HZ",NA,0,0
"TCGA-LN-A8HZ",NA,0,-1
"TCGA-LN-A8I0",NA,0,0
"TCGA-LN-A8I1",NA,0,0
"TCGA-LN-A9FO",NA,0,0
"TCGA-LN-A9FP",NA,0,0
"TCGA-LN-A9FQ",NA,0,0
"TCGA-LN-A9FR",NA,0,0
"TCGA-M9-A5M8",NA,1,0
"TCGA-Q9-A6FU",NA,0,0
"TCGA-Q9-A6FW",NA,0,0
"TCGA-R6-A6DN",NA,0,0
"TCGA-R6-A6DQ",NA,0,0
"TCGA-R6-A6KZ",NA,1,0
"TCGA-R6-A6L4",NA,0,0
"TCGA-R6-A6L6",NA,0,0
"TCGA-R6-A6XG",NA,0,0
"TCGA-R6-A6XQ",NA,0,0
"TCGA-R6-A6Y0",NA,0,0
"TCGA-R6-A6Y2",NA,0,0
"TCGA-R6-A8W5",NA,1,1
"TCGA-R6-A8W8",NA,0,0
"TCGA-R6-A8WC",NA,0,0
"TCGA-R6-A8WG",NA,0,0
"TCGA-RE-A7BO",NA,0,0
"TCGA-S8-A6BV",NA,0,0
"TCGA-S8-A6BW",NA,0,0
"TCGA-V5-A7RB",NA,0,0
"TCGA-V5-A7RC",NA,0,0
"TCGA-V5-A7RE",NA,1,0
"TCGA-V5-AASV",NA,0,0
"TCGA-V5-AASW",NA,0,0
"TCGA-V5-AASX",NA,0,0
"TCGA-VR-A8EO",NA,0,0
"TCGA-VR-A8EP",NA,0,0
"TCGA-VR-A8EQ",NA,0,0
"TCGA-VR-A8ER",NA,0,0
"TCGA-VR-A8ET",NA,0,0
"TCGA-VR-A8EU",NA,0,0
"TCGA-VR-A8EW",NA,0,0
"TCGA-VR-A8EX",NA,0,0
"TCGA-VR-A8EY",NA,0,0
"TCGA-VR-A8EZ",NA,0,0
"TCGA-VR-A8Q7",NA,0,0
"TCGA-VR-AA4D",NA,0,0
"TCGA-VR-AA4G",NA,0,0
"TCGA-VR-AA7B",NA,1,0
"TCGA-VR-AA7D",NA,0,0
"TCGA-VR-AA7I",NA,0,0
"TCGA-X8-AAAR",NA,0,0
"TCGA-XP-A8T6",NA,0,0
"TCGA-XP-A8T7",NA,0,0
"TCGA-XP-A8T8",NA,0,0
"TCGA-Z6-A8JD",NA,0,0
"TCGA-Z6-A8JE",NA,0,0
"TCGA-Z6-A9VB",NA,0,0
"TCGA-Z6-AAPN",NA,0,0
"TCGA-ZR-A9CJ",NA,0,0
