"","ERBB2","DNMT3B"
"TCGA-EI-7004",0,NA
"TCGA-F5-6464",0,NA
"TCGA-F5-6465",0,NA
"TCGA-F5-6571",0,NA
"TCGA-F5-6702",0,NA
"TCGA-F5-6810",0,NA
"TCGA-F5-6811",0,NA
"TCGA-F5-6812",0,NA
"TCGA-F5-6813",1,NA
"TCGA-F5-6814",0,NA
"TCGA-F5-6861",0,NA
"TCGA-F5-6863",0,NA
"TCGA-F5-6864",0,NA
"TCGA-G5-6233",0,NA
"TCGA-G5-6235",0,NA
"TCGA-G5-6572",0,NA
"TCGA-G5-6641",0,NA
"TCGA-2J-AAB1",NA,NA
"TCGA-2J-AAB4",NA,NA
"TCGA-2J-AAB6",NA,NA
"TCGA-2J-AAB8",NA,NA
"TCGA-2J-AAB9",NA,NA
"TCGA-2J-AABA",NA,NA
"TCGA-2J-AABE",NA,NA
"TCGA-2J-AABF",NA,NA
"TCGA-2J-AABH",NA,NA
"TCGA-2J-AABI",NA,NA
"TCGA-2J-AABK",NA,NA
"TCGA-2J-AABO",NA,NA
"TCGA-2J-AABP",NA,NA
"TCGA-2J-AABR",NA,NA
"TCGA-2J-AABT",NA,NA
"TCGA-2J-AABU",NA,NA
"TCGA-2J-AABV",NA,NA
"TCGA-2L-AAQA",NA,NA
"TCGA-2L-AAQE",NA,NA
"TCGA-2L-AAQI",NA,NA
"TCGA-2L-AAQJ",NA,NA
"TCGA-2L-AAQL",NA,NA
"TCGA-2L-AAQM",NA,NA
"TCGA-3A-A9I5",NA,NA
"TCGA-3A-A9I7",NA,NA
"TCGA-3A-A9I9",NA,NA
"TCGA-3A-A9IB",NA,NA
"TCGA-3A-A9IC",NA,NA
"TCGA-3A-A9IH",NA,NA
"TCGA-3A-A9IJ",NA,NA
"TCGA-3A-A9IL",NA,NA
"TCGA-3A-A9IN",NA,NA
"TCGA-3A-A9IO",NA,NA
"TCGA-3A-A9IR",NA,NA
"TCGA-3A-A9IS",NA,NA
"TCGA-3A-A9IU",NA,NA
"TCGA-3A-A9IV",NA,NA
"TCGA-3A-A9IX",NA,NA
"TCGA-3A-A9IZ",NA,NA
"TCGA-3A-A9J0",NA,NA
"TCGA-3E-AAAY",NA,NA
"TCGA-3E-AAAZ",NA,NA
"TCGA-F2-6879",NA,NA
"TCGA-F2-6880",NA,NA
"TCGA-F2-7273",NA,NA
"TCGA-F2-7276",NA,NA
"TCGA-F2-A44G",NA,NA
"TCGA-F2-A44H",NA,NA
"TCGA-F2-A7TX",NA,NA
"TCGA-F2-A8YN",NA,NA
"TCGA-FB-A4P5",NA,NA
"TCGA-FB-A545",NA,NA
"TCGA-FB-A5VM",NA,NA
"TCGA-FB-A78T",NA,NA
"TCGA-FB-A7DR",NA,NA
"TCGA-FB-AAPP",NA,NA
"TCGA-FB-AAPQ",NA,NA
"TCGA-FB-AAPS",NA,NA
"TCGA-FB-AAPU",NA,NA
"TCGA-FB-AAPY",NA,NA
"TCGA-FB-AAPZ",NA,NA
"TCGA-FB-AAQ0",NA,NA
"TCGA-FB-AAQ1",NA,NA
"TCGA-FB-AAQ2",NA,NA
"TCGA-FB-AAQ3",NA,NA
"TCGA-FB-AAQ6",NA,NA
"TCGA-FZ-5919",NA,NA
"TCGA-FZ-5920",NA,NA
"TCGA-FZ-5921",NA,NA
"TCGA-FZ-5922",NA,NA
"TCGA-FZ-5923",NA,NA
"TCGA-FZ-5924",NA,NA
"TCGA-FZ-5926",NA,NA
"TCGA-H6-8124",NA,NA
"TCGA-H6-A45N",NA,NA
"TCGA-H8-A6C1",NA,NA
"TCGA-HV-A5A3",NA,NA
"TCGA-HV-A5A4",NA,NA
"TCGA-HV-A5A5",NA,NA
"TCGA-HV-A5A6",NA,NA
"TCGA-HV-A7OL",NA,NA
"TCGA-HV-A7OP",NA,NA
"TCGA-HV-AA8V",NA,NA
"TCGA-HV-AA8X",NA,NA
"TCGA-HZ-7289",NA,NA
"TCGA-HZ-7918",NA,NA
"TCGA-HZ-7919",NA,NA
"TCGA-HZ-7920",NA,NA
"TCGA-HZ-7922",NA,NA
"TCGA-HZ-7923",NA,NA
"TCGA-HZ-7924",NA,NA
"TCGA-HZ-7925",NA,NA
"TCGA-HZ-7926",NA,NA
"TCGA-HZ-8001",NA,NA
"TCGA-HZ-8002",NA,NA
"TCGA-HZ-8003",NA,NA
"TCGA-HZ-8005",NA,NA
"TCGA-HZ-8315",NA,NA
"TCGA-HZ-8317",NA,NA
"TCGA-HZ-8519",NA,NA
"TCGA-HZ-8636",NA,NA
"TCGA-HZ-8637",NA,NA
"TCGA-HZ-8638",NA,NA
"TCGA-HZ-A49G",NA,NA
"TCGA-HZ-A49H",NA,NA
"TCGA-HZ-A49I",NA,NA
"TCGA-HZ-A4BH",NA,NA
"TCGA-HZ-A4BK",NA,NA
"TCGA-HZ-A77O",NA,NA
"TCGA-HZ-A77P",NA,NA
"TCGA-HZ-A77Q",NA,NA
"TCGA-HZ-A8P0",NA,NA
"TCGA-HZ-A8P1",NA,NA
"TCGA-HZ-A9TJ",NA,NA
"TCGA-IB-7644",NA,NA
"TCGA-IB-7645",NA,NA
"TCGA-IB-7646",NA,NA
"TCGA-IB-7647",NA,NA
"TCGA-IB-7649",NA,NA
"TCGA-IB-7651",NA,NA
"TCGA-IB-7652",NA,NA
"TCGA-IB-7654",NA,NA
"TCGA-IB-7885",NA,NA
"TCGA-IB-7886",NA,NA
"TCGA-IB-7887",NA,NA
"TCGA-IB-7888",NA,NA
"TCGA-IB-7889",NA,NA
"TCGA-IB-7890",NA,NA
"TCGA-IB-7891",NA,NA
"TCGA-IB-7893",NA,NA
"TCGA-IB-7897",NA,NA
"TCGA-IB-8126",NA,NA
"TCGA-IB-8127",NA,NA
"TCGA-IB-A5SO",NA,NA
"TCGA-IB-A5SP",NA,NA
"TCGA-IB-A5SQ",NA,NA
"TCGA-IB-A5SS",NA,NA
"TCGA-IB-A5ST",NA,NA
"TCGA-IB-A6UF",NA,NA
"TCGA-IB-A6UG",NA,NA
"TCGA-IB-A7LX",NA,NA
"TCGA-IB-A7M4",NA,NA
"TCGA-IB-AAUM",NA,NA
"TCGA-IB-AAUN",NA,NA
"TCGA-IB-AAUO",NA,NA
"TCGA-IB-AAUP",NA,NA
"TCGA-IB-AAUQ",NA,NA
"TCGA-IB-AAUR",NA,NA
"TCGA-IB-AAUS",NA,NA
"TCGA-IB-AAUT",NA,NA
"TCGA-IB-AAUU",NA,NA
"TCGA-IB-AAUV",NA,NA
"TCGA-IB-AAUW",NA,NA
"TCGA-L1-A7W4",NA,NA
"TCGA-LB-A7SX",NA,NA
"TCGA-LB-A8F3",NA,NA
"TCGA-LB-A9Q5",NA,NA
"TCGA-M8-A5N4",NA,NA
"TCGA-OE-A75W",NA,NA
"TCGA-PZ-A5RE",NA,NA
"TCGA-Q3-A5QY",NA,NA
"TCGA-Q3-AA2A",NA,NA
"TCGA-RB-A7B8",NA,NA
"TCGA-RB-AA9M",NA,NA
"TCGA-RL-AAAS",NA,NA
"TCGA-S4-A8RM",NA,NA
"TCGA-S4-A8RO",NA,NA
"TCGA-S4-A8RP",NA,NA
"TCGA-US-A774",NA,NA
"TCGA-US-A776",NA,NA
"TCGA-US-A779",NA,NA
"TCGA-US-A77E",NA,NA
"TCGA-US-A77G",NA,NA
"TCGA-US-A77J",NA,NA
"TCGA-XD-AAUG",NA,NA
"TCGA-XD-AAUH",NA,NA
"TCGA-XD-AAUI",NA,NA
"TCGA-XD-AAUL",NA,NA
"TCGA-XN-A8T3",NA,NA
"TCGA-XN-A8T5",NA,NA
"TCGA-YB-A89D",NA,NA
"TCGA-YH-A8SY",NA,NA
"TCGA-YY-A8LH",NA,NA
"TCGA-Z5-AAPL",NA,NA
"TCGA-3M-AB46",0,0
"TCGA-3M-AB47",0,0
"TCGA-B7-5816",0,0
"TCGA-B7-5818",0,0
"TCGA-B7-A5TI",0,0
"TCGA-B7-A5TJ",0,0
"TCGA-B7-A5TK",0,0
"TCGA-B7-A5TN",0,0
"TCGA-BR-4183",0,0
"TCGA-BR-4184",0,0
"TCGA-BR-4187",0,0
"TCGA-BR-4188",0,0
"TCGA-BR-4191",0,0
"TCGA-BR-4201",0,0
"TCGA-BR-4253",0,0
"TCGA-BR-4255",0,0
"TCGA-BR-4256",0,0
"TCGA-BR-4257",0,0
"TCGA-BR-4267",0,0
"TCGA-BR-4279",0,0
"TCGA-BR-4280",0,0
"TCGA-BR-4292",0,0
"TCGA-BR-4294",0,0
"TCGA-BR-4357",0,0
"TCGA-BR-4361",0,0
"TCGA-BR-4362",0,0
"TCGA-BR-4363",0,0
"TCGA-BR-4366",0,0
"TCGA-BR-4367",0,0
"TCGA-BR-4368",0,0
"TCGA-BR-4369",0,0
"TCGA-BR-4370",0,0
"TCGA-BR-4371",0,0
"TCGA-BR-6452",0,0
"TCGA-BR-6453",0,0
"TCGA-BR-6454",0,0
"TCGA-BR-6455",0,0
"TCGA-BR-6456",0,0
"TCGA-BR-6457",0,0
"TCGA-BR-6458",0,0
"TCGA-BR-6563",0,0
"TCGA-BR-6564",0,0
"TCGA-BR-6565",0,0
"TCGA-BR-6566",0,0
"TCGA-BR-6705",0,0
"TCGA-BR-6706",0,0
"TCGA-BR-6707",0,0
"TCGA-BR-6709",0,0
"TCGA-BR-6710",0,0
"TCGA-BR-6801",0,0
"TCGA-BR-6802",0,0
"TCGA-BR-6803",0,0
"TCGA-BR-6852",0,0
"TCGA-BR-7196",0,0
"TCGA-BR-7197",0,0
"TCGA-BR-7703",0,0
"TCGA-BR-7704",0,0
"TCGA-BR-7707",0,0
"TCGA-BR-7715",0,0
"TCGA-BR-7716",0,0
"TCGA-BR-7717",0,0
"TCGA-BR-7722",0,0
"TCGA-BR-7723",0,0
"TCGA-BR-7851",0,0
"TCGA-BR-7901",0,0
"TCGA-BR-7957",0,0
"TCGA-BR-7958",0,0
"TCGA-BR-7959",0,0
"TCGA-BR-8058",0,0
"TCGA-BR-8059",0,0
"TCGA-BR-8060",0,0
"TCGA-BR-8077",0,0
"TCGA-BR-8078",0,0
"TCGA-BR-8080",0,0
"TCGA-BR-8081",0,0
"TCGA-BR-8284",0,0
"TCGA-BR-8285",0,0
"TCGA-BR-8286",0,0
"TCGA-BR-8289",0,0
"TCGA-BR-8291",0,0
"TCGA-BR-8295",0,0
"TCGA-BR-8296",0,0
"TCGA-BR-8297",0,0
"TCGA-BR-8360",0,0
"TCGA-BR-8361",0,0
"TCGA-BR-8362",0,0
"TCGA-BR-8363",0,0
"TCGA-BR-8364",0,0
"TCGA-BR-8365",0,0
"TCGA-BR-8366",0,0
"TCGA-BR-8367",0,0
"TCGA-BR-8368",0,0
"TCGA-BR-8369",0,0
"TCGA-BR-8370",0,0
"TCGA-BR-8371",0,0
"TCGA-BR-8372",0,0
"TCGA-BR-8373",0,0
"TCGA-BR-8380",0,0
"TCGA-BR-8381",0,0
"TCGA-BR-8382",0,0
"TCGA-BR-8384",0,0
"TCGA-BR-8483",1,0
"TCGA-BR-8484",0,0
"TCGA-BR-8485",0,0
"TCGA-BR-8486",0,0
"TCGA-BR-8487",0,0
"TCGA-BR-8588",0,0
"TCGA-BR-8589",0,0
"TCGA-BR-8590",0,0
"TCGA-BR-8591",0,0
"TCGA-BR-8592",0,0
"TCGA-BR-8676",0,0
"TCGA-BR-8677",0,0
"TCGA-BR-8678",0,0
"TCGA-BR-8679",0,0
"TCGA-BR-8680",0,0
"TCGA-BR-8682",0,0
"TCGA-BR-8683",0,0
"TCGA-BR-8686",0,0
"TCGA-BR-8687",0,0
"TCGA-BR-8690",1,0
"TCGA-BR-A44T",0,0
"TCGA-BR-A44U",0,0
"TCGA-BR-A452",0,0
"TCGA-BR-A453",0,0
"TCGA-BR-A4CQ",0,0
"TCGA-BR-A4CR",0,0
"TCGA-BR-A4CS",0,0
"TCGA-BR-A4IU",0,0
"TCGA-BR-A4IV",0,0
"TCGA-BR-A4IY",0,0
"TCGA-BR-A4IZ",0,0
"TCGA-BR-A4J1",0,0
"TCGA-BR-A4J2",0,0
"TCGA-BR-A4J4",0,0
"TCGA-BR-A4J5",0,0
"TCGA-BR-A4J6",0,0
"TCGA-BR-A4J7",0,0
"TCGA-BR-A4J8",0,0
"TCGA-BR-A4J9",0,0
"TCGA-BR-A4PD",0,0
"TCGA-BR-A4PE",1,0
"TCGA-BR-A4PF",0,0
"TCGA-BR-A4QI",0,0
"TCGA-BR-A4QL",0,0
"TCGA-BR-A4QM",0,0
"TCGA-CD-5798",0,0
"TCGA-CD-5799",1,0
"TCGA-CD-5800",0,0
"TCGA-CD-5801",0,0
"TCGA-CD-5802",1,0
"TCGA-CD-5803",0,0
"TCGA-CD-5804",0,0
"TCGA-CD-8524",0,0
"TCGA-CD-8525",0,0
"TCGA-CD-8526",0,0
"TCGA-CD-8527",0,0
"TCGA-CD-8528",0,0
"TCGA-CD-8529",0,0
"TCGA-CD-8530",0,0
"TCGA-CD-8531",0,0
"TCGA-CD-8532",0,0
"TCGA-CD-8533",0,0
"TCGA-CD-8534",0,0
"TCGA-CD-8535",0,1
"TCGA-CD-8536",0,0
"TCGA-CD-A486",0,0
"TCGA-CD-A487",0,0
"TCGA-CD-A489",0,0
"TCGA-CD-A48A",0,0
"TCGA-CD-A48C",0,0
"TCGA-CD-A4MG",0,0
"TCGA-CD-A4MH",0,0
"TCGA-CD-A4MI",0,0
"TCGA-CD-A4MJ",0,0
"TCGA-CG-4300",0,0
"TCGA-CG-4301",0,0
"TCGA-CG-4304",0,0
"TCGA-CG-4305",0,0
"TCGA-CG-4306",0,0
"TCGA-CG-4436",0,0
"TCGA-CG-4437",0,0
"TCGA-CG-4438",0,0
"TCGA-CG-4440",0,0
"TCGA-CG-4441",0,1
"TCGA-CG-4442",0,0
"TCGA-CG-4443",0,0
"TCGA-CG-4444",0,0
"TCGA-CG-4449",1,0
"TCGA-CG-4455",0,0
"TCGA-CG-4460",0,0
"TCGA-CG-4462",0,0
"TCGA-CG-4465",0,0
"TCGA-CG-4466",0,0
"TCGA-CG-4469",0,0
"TCGA-CG-4472",0,0
"TCGA-CG-4474",0,0
"TCGA-CG-4475",0,0
"TCGA-CG-4476",0,0
"TCGA-CG-4477",0,0
"TCGA-CG-5716",0,0
"TCGA-CG-5717",0,0
"TCGA-CG-5718",0,0
"TCGA-CG-5719",0,0
"TCGA-CG-5720",0,0
"TCGA-CG-5721",0,0
"TCGA-CG-5722",0,0
"TCGA-CG-5723",0,0
"TCGA-CG-5724",0,0
"TCGA-CG-5725",0,0
"TCGA-CG-5726",0,0
"TCGA-CG-5727",0,0
"TCGA-CG-5728",0,0
"TCGA-CG-5730",1,0
"TCGA-CG-5732",0,0
"TCGA-CG-5733",0,0
"TCGA-CG-5734",0,0
"TCGA-D7-5577",0,0
"TCGA-D7-5578",0,0
"TCGA-D7-5579",0,0
"TCGA-D7-6518",0,0
"TCGA-D7-6519",0,0
"TCGA-D7-6520",0,0
"TCGA-D7-6521",0,0
"TCGA-D7-6522",0,0
"TCGA-D7-6524",0,0
"TCGA-D7-6525",0,0
"TCGA-D7-6526",0,0
"TCGA-D7-6527",0,0
"TCGA-D7-6528",0,0
"TCGA-D7-6815",0,0
"TCGA-D7-6817",0,0
"TCGA-D7-6818",0,0
"TCGA-D7-6820",0,0
"TCGA-D7-6822",1,0
"TCGA-D7-8570",0,0
"TCGA-D7-8572",0,0
"TCGA-D7-8573",1,0
"TCGA-D7-8574",0,0
"TCGA-D7-8575",0,0
"TCGA-D7-8576",0,0
"TCGA-D7-8578",0,0
"TCGA-D7-8579",0,0
"TCGA-D7-A4YT",0,0
"TCGA-D7-A4YU",0,0
"TCGA-D7-A4YV",0,0
"TCGA-D7-A4YX",1,0
"TCGA-D7-A4YY",0,0
"TCGA-D7-A4Z0",0,0
"TCGA-D7-A6ET",0,0
"TCGA-D7-A6EV",0,0
"TCGA-D7-A6EX",0,0
"TCGA-D7-A6EY",0,0
"TCGA-D7-A6EZ",0,0
"TCGA-D7-A6F0",0,0
"TCGA-D7-A6F2",0,0
"TCGA-D7-A747",0,0
"TCGA-D7-A748",0,0
"TCGA-D7-A74A",0,0
"TCGA-D7-A74B",0,0
"TCGA-EQ-5647",0,0
"TCGA-EQ-8122",1,0
"TCGA-EQ-A4SO",0,0
"TCGA-F1-6177",-1,0
"TCGA-F1-6874",0,0
"TCGA-F1-6875",0,0
"TCGA-F1-A448",0,0
"TCGA-F1-A72C",0,0
"TCGA-FP-7735",0,0
"TCGA-FP-7829",0,0
"TCGA-FP-7916",0,0
"TCGA-FP-7998",0,0
"TCGA-FP-8099",0,0
"TCGA-FP-8209",0,0
"TCGA-FP-8210",0,0
"TCGA-FP-8211",0,0
"TCGA-FP-8631",0,0
"TCGA-FP-A4BE",0,0
"TCGA-FP-A4BF",0,0
"TCGA-FP-A8CX",1,0
"TCGA-FP-A9TM",0,0
"TCGA-HF-7131",0,0
"TCGA-HF-7132",0,0
"TCGA-HF-7133",0,0
"TCGA-HF-7134",0,0
"TCGA-HF-7136",0,0
"TCGA-HF-A5NB",0,0
"TCGA-HJ-7597",0,0
"TCGA-HU-8238",0,0
"TCGA-HU-8243",1,0
"TCGA-HU-8244",0,0
"TCGA-HU-8245",0,0
"TCGA-HU-8249",0,0
"TCGA-HU-8602",0,0
"TCGA-HU-8604",0,0
"TCGA-HU-8608",0,0
"TCGA-HU-8610",0,0
"TCGA-HU-A4G2",0,0
"TCGA-HU-A4G3",0,0
"TCGA-HU-A4G6",0,0
"TCGA-HU-A4G8",0,0
"TCGA-HU-A4G9",0,0
"TCGA-HU-A4GC",0,0
"TCGA-HU-A4GD",0,0
"TCGA-HU-A4GF",0,0
"TCGA-HU-A4GH",1,0
"TCGA-HU-A4GJ",0,0
"TCGA-HU-A4GN",0,0
"TCGA-HU-A4GP",0,0
"TCGA-HU-A4GQ",0,0
"TCGA-HU-A4GT",0,0
"TCGA-HU-A4GU",0,0
"TCGA-HU-A4GX",0,0
"TCGA-HU-A4GY",0,0
"TCGA-HU-A4H0",0,0
"TCGA-HU-A4H2",0,0
"TCGA-HU-A4H3",0,0
"TCGA-HU-A4H4",0,0
"TCGA-HU-A4H5",0,0
"TCGA-HU-A4H6",0,0
"TCGA-HU-A4H8",0,0
"TCGA-HU-A4HB",0,0
"TCGA-HU-A4HD",1,0
"TCGA-IN-7806",0,0
"TCGA-IN-7808",0,0
"TCGA-IN-8462",0,0
"TCGA-IN-8663",0,0
"TCGA-IN-A6RI",0,0
"TCGA-IN-A6RJ",0,0
"TCGA-IN-A6RL",0,0
"TCGA-IN-A6RN",0,0
"TCGA-IN-A6RO",0,0
"TCGA-IN-A6RP",0,0
"TCGA-IN-A6RR",0,0
"TCGA-IN-A6RS",1,0
"TCGA-IN-A7NR",0,0
"TCGA-IN-A7NT",0,0
"TCGA-IN-A7NU",0,0
"TCGA-IN-AB1V",0,0
"TCGA-IN-AB1X",0,0
"TCGA-IP-7968",0,0
"TCGA-KB-A6F5",0,0
"TCGA-KB-A6F7",0,0
"TCGA-KB-A93G",0,0
"TCGA-KB-A93H",0,0
"TCGA-KB-A93J",0,0
"TCGA-MX-A5UG",0,0
"TCGA-MX-A5UJ",0,0
"TCGA-MX-A663",0,0
"TCGA-MX-A666",0,0
"TCGA-R5-A7O7",0,0
"TCGA-R5-A7ZE",1,0
"TCGA-R5-A7ZF",0,0
"TCGA-R5-A7ZI",0,0
"TCGA-R5-A7ZR",0,0
"TCGA-R5-A804",0,0
"TCGA-R5-A805",0,0
"TCGA-RD-A7BS",0,0
"TCGA-RD-A7BT",0,0
"TCGA-RD-A7BW",0,0
"TCGA-RD-A7C1",0,0
"TCGA-RD-A8MV",0,0
"TCGA-RD-A8MW",0,0
"TCGA-RD-A8N0",0,0
"TCGA-RD-A8N1",0,0
"TCGA-RD-A8N2",0,0
"TCGA-RD-A8N4",0,0
"TCGA-RD-A8N5",0,0
"TCGA-RD-A8N6",0,0
"TCGA-RD-A8N9",0,0
"TCGA-RD-A8NB",0,0
"TCGA-SW-A7EA",0,0
"TCGA-SW-A7EB",0,0
"TCGA-VQ-A8DL",0,0
"TCGA-VQ-A8DT",0,0
"TCGA-VQ-A8DU",0,0
"TCGA-VQ-A8DV",0,0
"TCGA-VQ-A8DZ",0,0
"TCGA-VQ-A8E0",0,0
"TCGA-VQ-A8E2",0,0
"TCGA-VQ-A8E3",0,0
"TCGA-VQ-A8E7",0,0
"TCGA-VQ-A8P2",0,0
"TCGA-VQ-A8P3",0,0
"TCGA-VQ-A8P5",0,0
"TCGA-VQ-A8P8",0,0
"TCGA-VQ-A8PB",0,0
"TCGA-VQ-A8PC",0,0
"TCGA-VQ-A8PD",0,0
"TCGA-VQ-A8PE",1,0
"TCGA-VQ-A8PF",0,0
"TCGA-VQ-A8PH",0,0
"TCGA-VQ-A8PJ",1,0
"TCGA-VQ-A8PK",0,0
"TCGA-VQ-A8PM",0,0
"TCGA-VQ-A8PO",0,0
"TCGA-VQ-A8PP",0,0
"TCGA-VQ-A8PQ",0,0
"TCGA-VQ-A8PS",0,0
"TCGA-VQ-A8PT",0,0
"TCGA-VQ-A8PU",0,0
"TCGA-VQ-A8PX",0,0
"TCGA-VQ-A8PY",0,0
"TCGA-VQ-A8PZ",0,0
"TCGA-VQ-A91A",0,0
"TCGA-VQ-A91D",0,0
"TCGA-VQ-A91E",0,0
"TCGA-VQ-A91K",0,0
"TCGA-VQ-A91N",0,0
"TCGA-VQ-A91Q",0,0
"TCGA-VQ-A91S",1,0
"TCGA-VQ-A91U",0,0
"TCGA-VQ-A91V",0,0
"TCGA-VQ-A91W",0,0
